,X,Y,Z
0,0.22245374313383665,0.009301104787391306,-0.08806996901055134
1,0.23106223868713124,0.19749620970606818,0.3519794903510138
2,0.4251132052441195,0.43339844623423646,0.7164044674076037
3,0.5130500437331474,0.5630220484408829,1.1545258116822794
4,0.53056878030315,0.6492718070181931,1.7425514750708568
5,0.6514624423083166,0.773150789268792,1.8630658036996406
6,0.6493235863391768,0.8705885420549299,1.9477525069872634
7,0.607600323431975,0.9350598368658192,1.996542820926285
8,0.5929700919556326,0.97102309597027,1.99533309683144
9,0.5818776433328524,0.9964568282023096,1.9841231909260373
10,0.6181831284021286,1.0008261711810091,2.045160416116532
11,0.6224123720779418,0.9709612620183681,2.0658758076931036
12,0.6456275546587769,0.9805162537295364,2.01752864989108
13,0.5836793125242253,1.0326182594416582,1.980624102736411
14,0.546756199257726,1.0455614045235064,1.9262096379301414
15,0.5163727641135921,1.0359550655423073,1.9002727981901613
16,0.4775958444060588,1.031410054349296,1.8836351503868856
17,0.4438987969868181,1.0640780436734532,1.8129657902863303
18,0.4105205504425089,1.069850631627225,1.7426297004249747
19,0.38491158294477346,1.0400075605305048,1.7304182541370234
20,0.29690980771757486,1.0409537537443334,1.6201408450795758
21,0.2515490342158325,1.0641399202153294,1.6268063697214799
22,0.2231350876169634,1.0828923928557086,1.5203121713631258
23,0.18675457063828377,1.0872229254176335,1.5389451663111553
24,0.17607995075991204,1.0677352881834934,1.5174204561408424
25,0.13659219344485432,1.0781354036589101,1.4428615651222032
26,0.12243360160771094,1.0841366602140137,1.3416084106398372
27,0.017032623015624984,1.0639807202346694,1.1955690466896485
28,-0.06537553473549855,1.0832894948422203,1.1011777635929823
29,-0.0957192959856228,1.067855523465664,0.9256413166775692
30,-0.18123788440898628,1.093079002481639,0.8114497347000578
31,-0.20480936449240533,1.1149558043113112,0.745083086440535
32,-0.19557946613828975,1.12170552713243,0.7227561756185271
33,-0.19032004299732452,1.1163422579457296,0.6915383165081164
34,-0.17716588562815266,1.1129373684992154,0.686642155104499
35,-0.19743954774538813,1.10633031656605,0.5165292769923335
36,-0.24347739153270737,1.150692117538787,0.39392514072956125
37,-0.27377030656130946,1.1212712464938364,0.2927240207386776
38,-0.28812506655743747,1.1378550570727486,0.14897149335128165
39,-0.2661902671411853,1.1319504870994654,0.06975193435001231
