"","rw_index","perc_corr"
"1",1,0.556666666666667
"2",3,0.403333333333333
"3",2,0.423333333333333
"4",1,0.626666666666667
"5",2,0.6
"6",1,0.546666666666667
"7",3,0.66
"8",1,0.473333333333333
"9",2,0.686666666666667
"10",3,0.62
"11",3,0.71
"12",3,0.576666666666667
"13",1,0.433333333333333
"14",3,0.663333333333333
"15",2,0.656666666666667
"16",3,0.523333333333333
"17",1,0.7
"18",1,0.48
"19",2,0.703333333333333
"20",2,0.61
"21",1,0.663333333333333
"22",3,0.636666666666667
"23",1,0.54
