,previous_reward,value_axis
0,0.35259678230500485,0.4466105526553091
1,0.3794938541104597,0.6056537531850976
2,0.3916348000895162,0.6968464690091141
3,0.43703315413100247,0.708278535815885
4,0.322178376380678,0.586126194947735
5,0.3554028263924817,0.625352347116312
6,0.40725827313456925,0.648120638207115
7,0.4229775182144437,0.6754283888385665
8,0.4704080163953756,0.7687513008477869
9,0.4619535501829672,0.7574043305965046
10,0.4342139558627485,0.7372484134070398
11,0.375087674150591,0.6236210389886762
12,0.3733000664988098,0.612193512689687
13,0.4334993735713956,0.7145673278793294
14,0.34511776238539843,0.6429919896596754
15,0.3847553285739274,0.6492547421646477
16,0.31266441795424943,0.5568108240929496
17,0.3086112282271121,0.5139610016555324
18,0.3744419979560258,0.6148580164913989
19,0.26906215809406936,0.4825884327248898
20,0.34563504640292225,0.5606459318292111
21,0.24890709976438746,0.4625434502617676
22,0.3551250232292565,0.605613412174808
23,0.2772971560512509,0.5292188889322802
24,0.24544337948387002,0.44599684495863545
25,0.21966952044878602,0.4044128159511463
26,0.19997588524704263,0.3734497176957977
27,0.23388585523272903,0.4335926659012652
28,0.11797010794011525,0.2878779792611971
29,0.22035611187956866,0.3607519961272554
30,0.15774725018995256,0.3538117923322368
31,0.20522013737689154,0.36904430831280793
32,0.18111058655180384,0.3622232475946345
33,0.171235560111952,0.34724358759123974
34,0.08455951831677272,0.1938173948988131
35,0.11762222170685394,0.24571113736308187
36,0.10588227521938615,0.27935884856594495
37,0.07727701242296708,0.20459326876163586
38,0.0697313782568651,0.2034561646382306
39,0.04135824766288149,0.16575559456456798
40,0.024706481386602752,0.13118348943672148
41,0.07414310575067756,0.17636121697619758
42,-0.17094948061220566,0.00978767068755182
43,0.06915575091624165,0.22666490494451608
44,-0.2626403004051864,0.005675828133675842
45,0.08274297322146446,0.13752430815484099
46,0.015526717898804443,0.11342545346431884
47,0.038403541386493545,0.13255016284545212
48,0.1006470348795831,0.18165336264113224
49,0.14332480487193738,0.29169248233258316
50,0.11543042851307111,0.2842596542415824
51,0.057837492498933385,0.1955979301557686
52,0.04014134509359052,0.12128526756590763
53,0.1027560800650949,0.2853475727591574
54,0.062052401411585134,0.13312980157320742
55,0.08699840252819241,0.2304086091656779
56,0.14800545561887773,0.2773155115216904
57,0.06703460829503133,0.3441102785274646
58,0.11820880456301947,0.19413767670607499
59,0.11120673203526282,0.33392060709789784
60,0.11568281782077233,0.3004447418479844
61,0.13053291476019452,0.2881629306130928
62,0.0663025488664904,0.20962025563237768
63,0.025903362524958784,0.12962658313857836
64,0.08623538555727012,0.15734967450908802
65,0.21869631706713816,0.43455792180405106
66,0.20524597299888508,0.437259120889938
67,0.18816125274382584,0.44456232627209413
68,0.15810045047906335,0.36442985964870345
69,0.21116389406203956,0.3884293308582466
70,0.08896346042634679,0.25645165686431076
71,0.20959333662955876,0.3780336903069932
72,0.19509346450642134,0.3791064727588053
